<s>	42068	0.047399441816
</s>	42068	0.047399441816
the	50770	0.0572042802367
UUUNKKK	45020	0.0507255602966
N	32481	0.0365974438915
of	24400	0.0274923072243
to	23638	0.0266337359905
a	21196	0.0238822518002
in	18000	0.0202812102474
and	17474	0.0196885482146
's	9784	0.0110239645034
that	8931	0.0100628604844
for	8927	0.0100583535488
$	7541	0.00849670035977
is	7337	0.00826684664363
it	6112	0.0068865976129
said	6027	0.00679082523118
on	5650	0.00636604654988
by	4915	0.00553789713145
at	4894	0.00551423571949
as	4833	0.00544550495143
from	4724	0.00532269095604
million	4627	0.00521339776749
with	4585	0.00516607494358
mr.	4326	0.0048742508628
was	4073	0.00458918718543
be	3923	0.00442017710003
are	3914	0.00441003649491
its	3846	0.00433341858953
he	3632	0.00409229753437
but	3541	0.00398976474923
has	3494	0.0039368082558
an	3477	0.00391765377946
n't	3388	0.00381737446213
will	3270	0.00368441986161
have	3245	0.00365625151405
new	2793	0.00314696779006
or	2704	0.00304668847272
company	2680	0.00301964685906
they	2562	0.00288669225855
this	2438	0.00274697725462
year	2379	0.00268049995437
which	2362	0.00266134547802
would	2308	0.00260050184728
about	2220	0.00250134926385
says	2092	0.00235712732431
more	2065	0.00232670550894
were	2009	0.00226360841039
market	2005	0.00225910147478
billion	1881	0.00211938647086
his	1852	0.00208671118768
had	1850	0.00208445771987
their	1838	0.00207093691304
up	1785	0.0020112200162
u.s.	1774	0.00199882594327
one	1764	0.00198755860425
than	1731	0.00195037638546
who	1695	0.00190981396497
some	1668	0.00187939214959
been	1667	0.00187826541569
also	1617	0.00182192872056
stock	1611	0.00181516831714
other	1566	0.00176446529153
share	1511	0.00170249492688
not	1451	0.00163489089272
we	1397	0.00157404726198
corp.	1288	0.00145123326659
if	1281	0.00144334612927
when	1272	0.00143320552415
i	1262	0.00142193818512
last	1255	0.00141405104781
shares	1246	0.00140391044268
president	1246	0.00140391044268
years	1241	0.00139827677317
all	1227	0.00138250249853
first	1189	0.00133968661023
two	1184	0.00133405294072
trading	1159	0.00130588459315
because	1159	0.00130588459315
after	1137	0.0012810964473
could	1136	0.00127996971339
inc.	1132	0.00127546277778
sales	1126	0.00126870237437
&	1069	0.00120447854192
there	1068	0.00120335180801
out	1060	0.00119433793679
business	1031	0.00116166265362
only	1028	0.00115828245191
do	1011	0.00113912797556
such	1010	0.00113800124166
can	996	0.00112222696702
most	981	0.00110532595848
into	961	0.00108279128043
york	961	0.00108279128043
may	954	0.00107490414311
over	952	0.00107265067531
co.	939	0.00105800313457
group	928	0.00104560906164
many	922	0.00103884865823
government	885	0.000997159503831
now	875	0.000985892164805
federal	872	0.000982511963097
companies	870	0.000980258495292
no	861	0.000970117890168
time	847	0.000954343615531
bank	846	0.000953216881629
so	844	0.000950963413823
any	827	0.000931808937479
cents	826	0.000930682203576
people	794	0.000894626718692
quarter	791	0.000891246516984
you	790	0.000890119783081
exchange	786	0.000885612847471
prices	785	0.000884486113568
even	773	0.000870965306736
what	772	0.000869838572834
price	767	0.000864204903321
investors	761	0.000857444499905
say	755	0.000850684096489
down	747	0.000841670225268
rose	747	0.000841670225268
while	740	0.000833783087949
much	726	0.000818008813313
yesterday	722	0.000813501877702
week	720	0.000811248409897
under	719	0.000810121675994
securities	714	0.000804488006481
months	710	0.00079998107087
them	699	0.000787586997941
bonds	691	0.00077857312672
big	688	0.000775192925012
next	682	0.000768432521597
interest	679	0.000765052319889
three	665	0.000749278045252
earlier	652	0.000734630504518
'	651	0.000733503770615
net	651	0.000733503770615
earnings	647	0.000728996835004
major	646	0.000727870101102
make	646	0.000727870101102
state	644	0.000725616633297
american	636	0.000716602762075
financial	635	0.000715476028173
chairman	635	0.000715476028173
did	627	0.000706462156952
these	617	0.000695194817925
investment	614	0.000691814616218
board	612	0.000689561148412
still	611	0.00068843441451
through	611	0.00068843441451
stocks	609	0.000686180946704
those	606	0.000682800744996
just	605	0.000681674011094
chief	605	0.000681674011094
industry	602	0.000678293809386
executive	601	0.000677167075483
since	595	0.000670406672067
program	588	0.000662519534749
before	585	0.000659139333041
rate	579	0.000652378929625
made	577	0.00065012546182
officials	574	0.000646745260112
money	569	0.000641111590599
national	568	0.000639984856696
she	553	0.000623083848157
house	551	0.000620830380352
analysts	551	0.000620830380352
like	550	0.000619703646449
unit	547	0.000616323444741
month	546	0.000615196710838
off	545	0.000614069976936
expected	545	0.000614069976936
days	533	0.000600549170104
rates	532	0.000599422436202
japanese	527	0.000593788766688
against	526	0.000592662032786
plan	525	0.000591535298883
does	525	0.000591535298883
profit	524	0.00059040856498
between	509	0.000573507556441
both	506	0.000570127354733
capital	498	0.000561113483512
recent	493	0.000555479813999
sell	492	0.000554353080096
buy	492	0.000554353080096
income	492	0.000554353080096
issue	489	0.000550972878388
revenue	484	0.000545339208875
get	482	0.00054308574107
general	482	0.00054308574107
products	481	0.000541959007167
markets	480	0.000540832273265
firm	479	0.000539705539362
back	476	0.000536325337654
funds	475	0.000535198603751
own	471	0.000530691668141
ago	468	0.000527311466433
average	467	0.00052618473253
international	467	0.00052618473253
during	463	0.00052167779692
her	462	0.000520551063017
well	462	0.000520551063017
part	461	0.000519424329114
japan	459	0.000517170861309
fell	459	0.000517170861309
should	457	0.000514917393504
another	457	0.000514917393504
higher	453	0.000510410457893
debt	452	0.000509283723991
offer	448	0.00050477678838
take	448	0.00050477678838
including	445	0.000501396586672
among	444	0.00050026985277
court	444	0.00050026985277
being	443	0.000499143118867
according	442	0.000498016384964
each	442	0.000498016384964
index	440	0.000495762917159
tax	437	0.000492382715451
world	431	0.000485622312035
trade	431	0.000485622312035
reported	430	0.000484495578133
work	426	0.000479988642522
operations	424	0.000477735174717
then	422	0.000475481706912
past	420	0.000473228239106
computer	420	0.000473228239106
sale	419	0.000472101505204
way	416	0.000468721303496
however	416	0.000468721303496
our	416	0.000468721303496
lower	413	0.000465341101788
plans	412	0.000464214367885
vice	412	0.000464214367885
economic	410	0.00046196090008
department	409	0.000460834166177
yield	409	0.000460834166177
end	409	0.000460834166177
report	406	0.00045745396447
sold	402	0.000452947028859
insurance	401	0.000451820294956
high	400	0.000450693561054
growth	400	0.000450693561054
how	399	0.000449566827151
increase	397	0.000447313359346
foreign	397	0.000447313359346
less	396	0.000446186625443
common	395	0.000445059891541
banks	394	0.000443933157638
several	394	0.000443933157638
closed	394	0.000443933157638
issues	391	0.00044055295593
where	386	0.000434919286417
very	385	0.000433792552514
loss	385	0.000433792552514
yen	384	0.000432665818612
pay	384	0.000432665818612
bush	383	0.000431539084709
bid	381	0.000429285616904
five	378	0.000425905415196
due	377	0.000424778681293
bill	376	0.000423651947391
few	376	0.000423651947391
used	372	0.00041914501178
good	372	0.00041914501178
current	371	0.000418018277877
management	370	0.000416891543975
early	369	0.000415764810072
cash	368	0.000414638076169
oil	366	0.000412384608364
use	366	0.000412384608364
costs	365	0.000411257874462
bond	364	0.000410131140559
day	363	0.000409004406656
system	360	0.000405624204948
public	360	0.000405624204948
director	359	0.000404497471046
third	359	0.000404497471046
're	359	0.000404497471046
law	358	0.000403370737143
might	358	0.000403370737143
traders	358	0.000403370737143
treasury	357	0.00040224400324
friday	356	0.000401117269338
office	352	0.000396610333727
added	352	0.000396610333727
city	351	0.000395483599825
congress	350	0.000394356865922
futures	347	0.000390976664214
concern	347	0.000390976664214
officer	344	0.000387596462506
far	344	0.000387596462506
late	343	0.000386469728604
fund	342	0.000385342994701
already	342	0.000385342994701
number	341	0.000384216260798
california	341	0.000384216260798
assets	341	0.000384216260798
least	341	0.000384216260798
operating	340	0.000383089526896
small	339	0.000381962792993
spokesman	339	0.000381962792993
him	339	0.000381962792993
agency	338	0.00038083605909
british	337	0.000379709325188
san	335	0.000377455857383
based	335	0.000377455857383
too	335	0.000377455857383
case	334	0.00037632912348
real	334	0.00037632912348
value	333	0.000375202389577
news	333	0.000375202389577
september	332	0.000374075655675
same	331	0.000372948921772
oct.	330	0.000371822187869
until	329	0.000370695453967
think	328	0.000369568720064
contract	328	0.000369568720064
research	327	0.000368441986161
union	327	0.000368441986161
stake	327	0.000368441986161
close	327	0.000368441986161
home	327	0.000368441986161
street	327	0.000368441986161
services	324	0.000365061784454
going	323	0.000363935050551
today	321	0.000361681582746
little	320	0.000360554848843
ended	319	0.00035942811494
though	318	0.000358301381038
move	316	0.000356047913232
wall	316	0.000356047913232
agreement	315	0.00035492117933
dollar	314	0.000353794445427
help	313	0.000352667711525
second	312	0.000351540977622
put	310	0.000349287509817
service	309	0.000348160775914
former	306	0.000344780574206
power	305	0.000343653840303
maker	304	0.000342527106401
period	303	0.000341400372498
called	303	0.000341400372498
results	302	0.000340273638596
total	301	0.000339146904693
administration	301	0.000339146904693
agreed	301	0.000339146904693
four	300	0.00033802017079
here	300	0.00033802017079
third-quarter	300	0.00033802017079
without	298	0.000335766702985
control	296	0.00033351323518
long	296	0.00033351323518
corporate	295	0.000332386501277
economy	295	0.000332386501277
credit	295	0.000332386501277
problems	295	0.000332386501277
offering	294	0.000331259767375
want	292	0.000329006299569
country	292	0.000329006299569
production	291	0.000327879565667
buying	289	0.000325626097861
loans	289	0.000325626097861
cost	289	0.000325626097861
six	288	0.000324499363959
analyst	287	0.000323372630056
firms	285	0.000321119162251
annual	284	0.000319992428348
although	284	0.000319992428348
increased	283	0.000318865694446
whether	283	0.000318865694446
compared	282	0.000317738960543
likely	282	0.000317738960543
committee	281	0.00031661222664
policy	281	0.00031661222664
point	281	0.00031661222664
recently	281	0.00031661222664
notes	281	0.00031661222664
cut	280	0.000315485492738
see	279	0.000314358758835
west	278	0.000313232024932
large	275	0.000309851823224
right	273	0.000307598355419
monday	273	0.000307598355419
soviet	273	0.000307598355419
around	272	0.000306471621517
set	272	0.000306471621517
go	272	0.000306471621517
continue	272	0.000306471621517
half	272	0.000306471621517
political	271	0.000305344887614
life	270	0.000304218153711
losses	269	0.000303091419809
further	269	0.000303091419809
old	268	0.000301964685906
points	268	0.000301964685906
volume	267	0.000300837952003
yet	266	0.000299711218101
august	265	0.000298584484198
paper	264	0.000297457750295
selling	264	0.000297457750295
john	263	0.000296331016393
plant	262	0.00029520428249
judge	262	0.00029520428249
strong	261	0.000294077548588
must	261	0.000294077548588
my	260	0.000292950814685
expects	260	0.000292950814685
nov.	259	0.000291824080782
ual	259	0.000291824080782
london	258	0.00029069734688
result	257	0.000289570612977
announced	256	0.000288443879074
declined	256	0.000288443879074
largest	256	0.000288443879074
support	254	0.000286190411269
fiscal	253	0.000285063677367
held	253	0.000285063677367
wo	252	0.000283936943464
systems	252	0.000283936943464
francisco	251	0.000282810209561
times	250	0.000281683475659
weeks	250	0.000281683475659
takeover	250	0.000281683475659
making	249	0.000280556741756
priced	249	0.000280556741756
certain	248	0.000279430007853
earthquake	248	0.000279430007853
become	247	0.000278303273951
change	247	0.000278303273951
gain	247	0.000278303273951
composite	247	0.000278303273951
workers	247	0.000278303273951
problem	246	0.000277176540048
businesses	246	0.000277176540048
come	246	0.000277176540048
south	245	0.000276049806145
demand	244	0.000274923072243
give	243	0.00027379633834
industrial	243	0.00027379633834
record	243	0.00027379633834
nearly	241	0.000271542870535
series	240	0.000270416136632
inc	240	0.000270416136632
development	240	0.000270416136632
white	240	0.000270416136632
senior	240	0.000270416136632
association	240	0.000270416136632
dow	239	0.00026928940273
area	238	0.000268162668827
members	237	0.000267035934924
data	236	0.000265909201022
air	236	0.000265909201022
estimated	236	0.000265909201022
took	236	0.000265909201022
official	235	0.000264782467119
orders	235	0.000264782467119
employees	234	0.000263655733216
trust	234	0.000263655733216
jones	233	0.000262528999314
estate	233	0.000262528999314
decline	230	0.000259148797606
level	229	0.000258022063703
senate	228	0.000256895329801
line	228	0.000256895329801
show	228	0.000256895329801
latest	227	0.000255768595898
later	227	0.000255768595898
health	227	0.000255768595898
example	226	0.000254641861995
acquisition	226	0.000254641861995
drop	226	0.000254641861995
comment	226	0.000254641861995
junk	226	0.000254641861995
tuesday	225	0.000253515128093
commission	225	0.000253515128093
meeting	225	0.000253515128093
holding	224	0.00025238839419
commercial	224	0.00025238839419
need	224	0.00025238839419
ford	224	0.00025238839419
know	224	0.00025238839419
building	223	0.000251261660287
your	223	0.000251261660287
texas	223	0.000251261660287
chicago	223	0.000251261660287
despite	222	0.000250134926385
ms.	222	0.000250134926385
currently	221	0.000249008192482
addition	221	0.000249008192482
paid	221	0.000249008192482
proposal	221	0.000249008192482
possible	220	0.00024788145858
executives	220	0.00024788145858
offered	220	0.00024788145858
others	220	0.00024788145858
purchase	219	0.000246754724677
deal	219	0.000246754724677
rise	219	0.000246754724677
proposed	219	0.000246754724677
once	219	0.000246754724677
